donor,condition,cell_type,gene,n_cells,n_detected,detection_rate,mean_count
H06,Obese,Neutrophils,LINC00261,2384,0,0.0,0.0
H06,Obese,Plasma cells,KCNQ1OT1,35,3,0.08571428571428572,0.08571428571428572
H06,Obese,Plasma cells,MEG3,35,1,0.02857142857142857,0.02857142857142857
H06,Obese,Plasma cells,ZFAS1,35,21,0.6,1.2285714285714286
H06,Obese,Plasma cells,LINC00996,35,2,0.05714285714285714,0.08571428571428572
H06,Obese,Plasma cells,NEAT1,35,31,0.8857142857142857,6.514285714285714
H06,Obese,Plasma cells,MALAT1,35,35,1.0,260.14285714285717
H06,Obese,Plasma cells,IDI2-AS1,35,0,0.0,0.0
H06,Obese,Plasma cells,MIAT,35,2,0.05714285714285714,0.11428571428571428
H06,Obese,Plasma cells,HULC,35,0,0.0,0.0
H06,Obese,Plasma cells,LINC00261,35,0,0.0,0.0
H06,Obese,Resident NK,KCNQ1OT1,22,0,0.0,0.0
H06,Obese,Resident NK,MEG3,22,0,0.0,0.0
H06,Obese,Resident NK,ZFAS1,22,4,0.18181818181818182,0.18181818181818182
H06,Obese,Resident NK,LINC00996,22,2,0.09090909090909091,0.09090909090909091
H06,Obese,Resident NK,NEAT1,22,12,0.5454545454545454,1.0
H06,Obese,Resident NK,MALAT1,22,22,1.0,89.04545454545455
H06,Obese,Resident NK,IDI2-AS1,22,0,0.0,0.0
H06,Obese,Resident NK,MIAT,22,0,0.0,0.0
H06,Obese,Resident NK,HULC,22,0,0.0,0.0
H06,Obese,Resident NK,LINC00261,22,0,0.0,0.0
H06,Obese,T cells,KCNQ1OT1,259,5,0.019305019305019305,0.019305019305019305
H06,Obese,T cells,MEG3,259,0,0.0,0.0
H06,Obese,T cells,ZFAS1,259,102,0.3938223938223938,0.6332046332046332
H06,Obese,T cells,LINC00996,259,2,0.007722007722007722,0.007722007722007722
H06,Obese,T cells,NEAT1,259,137,0.528957528957529,1.0154440154440154
H06,Obese,T cells,MALAT1,259,259,1.0,109.61389961389962
H06,Obese,T cells,IDI2-AS1,259,0,0.0,0.0
H06,Obese,T cells,MIAT,259,18,0.0694980694980695,0.0694980694980695
H06,Obese,T cells,HULC,259,0,0.0,0.0
H06,Obese,T cells,LINC00261,259,0,0.0,0.0
H06,Obese,cDC1s,KCNQ1OT1,568,30,0.0528169014084507,0.06338028169014084
H06,Obese,cDC1s,MEG3,568,1,0.0017605633802816902,0.0017605633802816902
H06,Obese,cDC1s,ZFAS1,568,500,0.8802816901408451,2.579225352112676
H06,Obese,cDC1s,LINC00996,568,1,0.0017605633802816902,0.0017605633802816902
H06,Obese,cDC1s,NEAT1,568,554,0.9753521126760564,8.017605633802816
H06,Obese,cDC1s,MALAT1,568,568,1.0,202.68661971830986
H06,Obese,cDC1s,IDI2-AS1,568,0,0.0,0.0
H06,Obese,cDC1s,MIAT,568,1,0.0017605633802816902,0.0017605633802816902
H06,Obese,cDC1s,HULC,568,0,0.0,0.0
H06,Obese,cDC1s,LINC00261,568,0,0.0,0.0
H06,Obese,cDC2s,KCNQ1OT1,1521,88,0.057856673241288625,0.062458908612754764
H06,Obese,cDC2s,MEG3,1521,7,0.0046022353714661405,0.008547008547008548
H06,Obese,cDC2s,ZFAS1,1521,1238,0.8139381985535832,2.11439842209073
H06,Obese,cDC2s,LINC00996,1521,0,0.0,0.0
H06,Obese,cDC2s,NEAT1,1521,1475,0.9697567389875082,7.639710716633793
H06,Obese,cDC2s,MALAT1,1521,1521,1.0,157.9973701512163
H06,Obese,cDC2s,IDI2-AS1,1521,2,0.0013149243918474688,0.0013149243918474688
H06,Obese,cDC2s,MIAT,1521,0,0.0,0.0
H06,Obese,cDC2s,HULC,1521,0,0.0,0.0
H06,Obese,cDC2s,LINC00261,1521,0,0.0,0.0
H06,Obese,pDCs,KCNQ1OT1,198,5,0.025252525252525252,0.025252525252525252
H06,Obese,pDCs,MEG3,198,0,0.0,0.0
H06,Obese,pDCs,ZFAS1,198,116,0.5858585858585859,0.8888888888888888
H06,Obese,pDCs,LINC00996,198,60,0.30303030303030304,0.398989898989899
H06,Obese,pDCs,NEAT1,198,118,0.5959595959595959,1.6111111111111112
H06,Obese,pDCs,MALAT1,198,198,1.0,147.2171717171717
H06,Obese,pDCs,IDI2-AS1,198,0,0.0,0.0
H06,Obese,pDCs,MIAT,198,0,0.0,0.0
H06,Obese,pDCs,HULC,198,0,0.0,0.0
H06,Obese,pDCs,LINC00261,198,0,0.0,0.0
H07,Lean,B cells,KCNQ1OT1,202,8,0.039603960396039604,0.04455445544554455
H07,Lean,B cells,MEG3,202,0,0.0,0.0
H07,Lean,B cells,ZFAS1,202,129,0.6386138613861386,1.2475247524752475
H07,Lean,B cells,LINC00996,202,5,0.024752475247524754,0.024752475247524754
H07,Lean,B cells,NEAT1,202,90,0.44554455445544555,0.8415841584158416
H07,Lean,B cells,MALAT1,202,202,1.0,181.4108910891089
H07,Lean,B cells,IDI2-AS1,202,0,0.0,0.0
H07,Lean,B cells,MIAT,202,1,0.0049504950495049506,0.0049504950495049506
H07,Lean,B cells,HULC,202,0,0.0,0.0
H07,Lean,B cells,LINC00261,202,0,0.0,0.0
H07,Lean,Basophils,KCNQ1OT1,1,0,0.0,0.0
H07,Lean,Basophils,MEG3,1,0,0.0,0.0
H07,Lean,Basophils,ZFAS1,1,0,0.0,0.0
H07,Lean,Basophils,LINC00996,1,0,0.0,0.0
H07,Lean,Basophils,NEAT1,1,0,0.0,0.0
H07,Lean,Basophils,MALAT1,1,1,1.0,43.0
H07,Lean,Basophils,IDI2-AS1,1,0,0.0,0.0
H07,Lean,Basophils,MIAT,1,0,0.0,0.0
H07,Lean,Basophils,HULC,1,0,0.0,0.0
H07,Lean,Basophils,LINC00261,1,0,0.0,0.0
H07,Lean,Circulating NK/NKT,KCNQ1OT1,979,22,0.02247191011235955,0.02349336057201226
H07,Lean,Circulating NK/NKT,MEG3,979,1,0.0010214504596527069,0.0010214504596527069
H07,Lean,Circulating NK/NKT,ZFAS1,979,245,0.25025536261491316,0.31869254341164455
H07,Lean,Circulating NK/NKT,LINC00996,979,16,0.01634320735444331,0.01634320735444331
H07,Lean,Circulating NK/NKT,NEAT1,979,659,0.6731358529111338,1.3054136874361593
H07,Lean,Circulating NK/NKT,MALAT1,979,979,1.0,157.7037793667007
H07,Lean,Circulating NK/NKT,IDI2-AS1,979,2,0.0020429009193054137,0.0030643513789581204
H07,Lean,Circulating NK/NKT,MIAT,979,19,0.01940755873340143,0.01940755873340143
H07,Lean,Circulating NK/NKT,HULC,979,0,0.0,0.0
H07,Lean,Circulating NK/NKT,LINC00261,979,0,0.0,0.0
H07,Lean,Endothelial cells,KCNQ1OT1,131,7,0.05343511450381679,0.08396946564885496
H07,Lean,Endothelial cells,MEG3,131,102,0.7786259541984732,1.6106870229007633
H07,Lean,Endothelial cells,ZFAS1,131,24,0.183206106870229,0.21374045801526717
H07,Lean,Endothelial cells,LINC00996,131,0,0.0,0.0
H07,Lean,Endothelial cells,NEAT1,131,127,0.9694656488549618,4.083969465648855
H07,Lean,Endothelial cells,MALAT1,131,131,1.0,135.17557251908397
H07,Lean,Endothelial cells,IDI2-AS1,131,0,0.0,0.0
H07,Lean,Endothelial cells,MIAT,131,11,0.08396946564885496,0.11450381679389313
H07,Lean,Endothelial cells,HULC,131,1,0.007633587786259542,0.007633587786259542
H07,Lean,Endothelial cells,LINC00261,131,0,0.0,0.0
H07,Lean,Macrophages,KCNQ1OT1,268,15,0.055970149253731345,0.06716417910447761
H07,Lean,Macrophages,MEG3,268,3,0.011194029850746268,0.011194029850746268
H07,Lean,Macrophages,ZFAS1,268,180,0.6716417910447762,1.2388059701492538
H07,Lean,Macrophages,LINC00996,268,5,0.018656716417910446,0.022388059701492536
H07,Lean,Macrophages,NEAT1,268,253,0.9440298507462687,4.955223880597015
H07,Lean,Macrophages,MALAT1,268,266,0.9925373134328358,110.82462686567165
H07,Lean,Macrophages,IDI2-AS1,268,0,0.0,0.0
H07,Lean,Macrophages,MIAT,268,2,0.007462686567164179,0.007462686567164179
H07,Lean,Macrophages,HULC,268,5,0.018656716417910446,0.018656716417910446
H07,Lean,Macrophages,LINC00261,268,1,0.0037313432835820895,0.0037313432835820895
H07,Lean,Mig.cDCs,KCNQ1OT1,7,1,0.14285714285714285,0.14285714285714285
H07,Lean,Mig.cDCs,MEG3,7,0,0.0,0.0
H07,Lean,Mig.cDCs,ZFAS1,7,7,1.0,5.571428571428571
H07,Lean,Mig.cDCs,LINC00996,7,0,0.0,0.0
H07,Lean,Mig.cDCs,NEAT1,7,7,1.0,10.571428571428571
H07,Lean,Mig.cDCs,MALAT1,7,7,1.0,581.7142857142857
H07,Lean,Mig.cDCs,IDI2-AS1,7,0,0.0,0.0
H07,Lean,Mig.cDCs,MIAT,7,0,0.0,0.0
H07,Lean,Mig.cDCs,HULC,7,0,0.0,0.0
H07,Lean,Mig.cDCs,LINC00261,7,0,0.0,0.0
H07,Lean,Mono+mono derived cells,KCNQ1OT1,288,8,0.027777777777777776,0.027777777777777776
H07,Lean,Mono+mono derived cells,MEG3,288,3,0.010416666666666666,0.017361111111111112
H07,Lean,Mono+mono derived cells,ZFAS1,288,245,0.8506944444444444,1.9965277777777777
H07,Lean,Mono+mono derived cells,LINC00996,288,2,0.006944444444444444,0.006944444444444444
H07,Lean,Mono+mono derived cells,NEAT1,288,278,0.9652777777777778,6.416666666666667
H07,Lean,Mono+mono derived cells,MALAT1,288,288,1.0,146.78819444444446
H07,Lean,Mono+mono derived cells,IDI2-AS1,288,0,0.0,0.0
H07,Lean,Mono+mono derived cells,MIAT,288,0,0.0,0.0
H07,Lean,Mono+mono derived cells,HULC,288,1,0.003472222222222222,0.003472222222222222
H07,Lean,Mono+mono derived cells,LINC00261,288,1,0.003472222222222222,0.003472222222222222
H07,Lean,Plasma cells,KCNQ1OT1,44,9,0.20454545454545456,0.25
H07,Lean,Plasma cells,MEG3,44,1,0.022727272727272728,0.022727272727272728
H07,Lean,Plasma cells,ZFAS1,44,20,0.45454545454545453,0.7954545454545454
H07,Lean,Plasma cells,LINC00996,44,9,0.20454545454545456,0.25
H07,Lean,Plasma cells,NEAT1,44,41,0.9318181818181818,6.295454545454546
H07,Lean,Plasma cells,MALAT1,44,44,1.0,372.3863636363636
H07,Lean,Plasma cells,IDI2-AS1,44,0,0.0,0.0
H07,Lean,Plasma cells,MIAT,44,6,0.13636363636363635,0.13636363636363635
H07,Lean,Plasma cells,HULC,44,0,0.0,0.0
H07,Lean,Plasma cells,LINC00261,44,0,0.0,0.0
H07,Lean,Resident NK,KCNQ1OT1,1619,63,0.03891290920321186,0.042001235330450894
H07,Lean,Resident NK,MEG3,1619,2,0.0012353304508956147,0.0012353304508956147
H07,Lean,Resident NK,ZFAS1,1619,513,0.3168622606547251,0.4002470660901791
H07,Lean,Resident NK,LINC00996,1619,216,0.13341568869672638,0.14885731933292157
H07,Lean,Resident NK,NEAT1,1619,776,0.4793082149474985,0.7560222359481161
H07,Lean,Resident NK,MALAT1,1619,1619,1.0,155.56763434218652
H07,Lean,Resident NK,IDI2-AS1,1619,5,0.0030883261272390363,0.0030883261272390363
H07,Lean,Resident NK,MIAT,1619,3,0.0018529956763434219,0.0018529956763434219
H07,Lean,Resident NK,HULC,1619,1,0.0006176652254478073,0.0006176652254478073
H07,Lean,Resident NK,LINC00261,1619,0,0.0,0.0
H07,Lean,T cells,KCNQ1OT1,2475,76,0.030707070707070707,0.03272727272727273
H07,Lean,T cells,MEG3,2475,2,0.0008080808080808081,0.0008080808080808081
H07,Lean,T cells,ZFAS1,2475,1269,0.5127272727272727,0.7595959595959596
H07,Lean,T cells,LINC00996,2475,20,0.00808080808080808,0.008484848484848486
H07,Lean,T cells,NEAT1,2475,1347,0.5442424242424242,1.0197979797979797
H07,Lean,T cells,MALAT1,2475,2475,1.0,198.4808080808081
H07,Lean,T cells,IDI2-AS1,2475,5,0.00202020202020202,0.00202020202020202
H07,Lean,T cells,MIAT,2475,117,0.04727272727272727,0.0496969696969697
H07,Lean,T cells,HULC,2475,0,0.0,0.0
H07,Lean,T cells,LINC00261,2475,0,0.0,0.0
H07,Lean,cDC1s,KCNQ1OT1,61,6,0.09836065573770492,0.09836065573770492
H07,Lean,cDC1s,MEG3,61,0,0.0,0.0
H07,Lean,cDC1s,ZFAS1,61,58,0.9508196721311475,3.622950819672131
H07,Lean,cDC1s,LINC00996,61,0,0.0,0.0
H07,Lean,cDC1s,NEAT1,61,59,0.9672131147540983,6.344262295081967
H07,Lean,cDC1s,MALAT1,61,61,1.0,302.4754098360656
H07,Lean,cDC1s,IDI2-AS1,61,0,0.0,0.0
H07,Lean,cDC1s,MIAT,61,1,0.01639344262295082,0.01639344262295082
H07,Lean,cDC1s,HULC,61,0,0.0,0.0
H07,Lean,cDC1s,LINC00261,61,0,0.0,0.0
H07,Lean,cDC2s,KCNQ1OT1,189,10,0.05291005291005291,0.0582010582010582
H07,Lean,cDC2s,MEG3,189,1,0.005291005291005291,0.005291005291005291
H07,Lean,cDC2s,ZFAS1,189,164,0.8677248677248677,2.5767195767195767
H07,Lean,cDC2s,LINC00996,189,0,0.0,0.0
H07,Lean,cDC2s,NEAT1,189,179,0.9470899470899471,4.328042328042328
H07,Lean,cDC2s,MALAT1,189,189,1.0,219.44973544973544
H07,Lean,cDC2s,IDI2-AS1,189,0,0.0,0.0
H07,Lean,cDC2s,MIAT,189,0,0.0,0.0
H07,Lean,cDC2s,HULC,189,0,0.0,0.0
H07,Lean,cDC2s,LINC00261,189,1,0.005291005291005291,0.005291005291005291
H07,Lean,pDCs,KCNQ1OT1,31,1,0.03225806451612903,0.03225806451612903
H07,Lean,pDCs,MEG3,31,0,0.0,0.0
H07,Lean,pDCs,ZFAS1,31,20,0.6451612903225806,1.096774193548387
H07,Lean,pDCs,LINC00996,31,21,0.6774193548387096,1.3548387096774193
H07,Lean,pDCs,NEAT1,31,21,0.6774193548387096,2.129032258064516
H07,Lean,pDCs,MALAT1,31,31,1.0,242.93548387096774
H07,Lean,pDCs,IDI2-AS1,31,0,0.0,0.0
H07,Lean,pDCs,MIAT,31,0,0.0,0.0
H07,Lean,pDCs,HULC,31,0,0.0,0.0
H07,Lean,pDCs,LINC00261,31,0,0.0,0.0
H10,Lean,B cells,KCNQ1OT1,34,7,0.20588235294117646,0.23529411764705882
H10,Lean,B cells,MEG3,34,0,0.0,0.0
H10,Lean,B cells,ZFAS1,34,22,0.6470588235294118,1.4411764705882353
H10,Lean,B cells,LINC00996,34,0,0.0,0.0
H10,Lean,B cells,NEAT1,34,22,0.6470588235294118,1.6764705882352942
H10,Lean,B cells,MALAT1,34,34,1.0,344.47058823529414
H10,Lean,B cells,IDI2-AS1,34,0,0.0,0.0
H10,Lean,B cells,MIAT,34,1,0.029411764705882353,0.029411764705882353
H10,Lean,B cells,HULC,34,0,0.0,0.0
H10,Lean,B cells,LINC00261,34,0,0.0,0.0
H10,Lean,Basophils,KCNQ1OT1,4,3,0.75,1.5
H10,Lean,Basophils,MEG3,4,1,0.25,0.25
H10,Lean,Basophils,ZFAS1,4,2,0.5,2.25
H10,Lean,Basophils,LINC00996,4,0,0.0,0.0
H10,Lean,Basophils,NEAT1,4,3,0.75,4.25
H10,Lean,Basophils,MALAT1,4,4,1.0,279.75
H10,Lean,Basophils,IDI2-AS1,4,0,0.0,0.0
H10,Lean,Basophils,MIAT,4,0,0.0,0.0
H10,Lean,Basophils,HULC,4,0,0.0,0.0
H10,Lean,Basophils,LINC00261,4,0,0.0,0.0
H10,Lean,Circulating NK/NKT,KCNQ1OT1,281,25,0.08896797153024912,0.13167259786476868
H10,Lean,Circulating NK/NKT,MEG3,281,0,0.0,0.0
H10,Lean,Circulating NK/NKT,ZFAS1,281,129,0.45907473309608543,0.6192170818505338
H10,Lean,Circulating NK/NKT,LINC00996,281,9,0.03202846975088968,0.03202846975088968
H10,Lean,Circulating NK/NKT,NEAT1,281,254,0.9039145907473309,3.6512455516014235
H10,Lean,Circulating NK/NKT,MALAT1,281,281,1.0,293.98220640569394
H10,Lean,Circulating NK/NKT,IDI2-AS1,281,2,0.0071174377224199285,0.0071174377224199285
H10,Lean,Circulating NK/NKT,MIAT,281,20,0.0711743772241993,0.08540925266903915
H10,Lean,Circulating NK/NKT,HULC,281,0,0.0,0.0
H10,Lean,Circulating NK/NKT,LINC00261,281,0,0.0,0.0
H10,Lean,Macrophages,KCNQ1OT1,36,1,0.027777777777777776,0.027777777777777776
H10,Lean,Macrophages,MEG3,36,0,0.0,0.0
H10,Lean,Macrophages,ZFAS1,36,16,0.4444444444444444,0.5555555555555556
H10,Lean,Macrophages,LINC00996,36,0,0.0,0.0
H10,Lean,Macrophages,NEAT1,36,12,0.3333333333333333,6.25
H10,Lean,Macrophages,MALAT1,36,23,0.6388888888888888,98.5
H10,Lean,Macrophages,IDI2-AS1,36,0,0.0,0.0
H10,Lean,Macrophages,MIAT,36,1,0.027777777777777776,0.027777777777777776
H10,Lean,Macrophages,HULC,36,0,0.0,0.0
H10,Lean,Macrophages,LINC00261,36,0,0.0,0.0
H10,Lean,Mono+mono derived cells,KCNQ1OT1,62,14,0.22580645161290322,0.3548387096774194
H10,Lean,Mono+mono derived cells,MEG3,62,1,0.016129032258064516,0.0967741935483871
H10,Lean,Mono+mono derived cells,ZFAS1,62,45,0.7258064516129032,1.9193548387096775
H10,Lean,Mono+mono derived cells,LINC00996,62,1,0.016129032258064516,0.016129032258064516
H10,Lean,Mono+mono derived cells,NEAT1,62,61,0.9838709677419355,28.822580645161292
H10,Lean,Mono+mono derived cells,MALAT1,62,61,0.9838709677419355,231.98387096774192
H10,Lean,Mono+mono derived cells,IDI2-AS1,62,0,0.0,0.0
H10,Lean,Mono+mono derived cells,MIAT,62,1,0.016129032258064516,0.03225806451612903
H10,Lean,Mono+mono derived cells,HULC,62,0,0.0,0.0
H10,Lean,Mono+mono derived cells,LINC00261,62,0,0.0,0.0
H10,Lean,Neutrophils,KCNQ1OT1,8,0,0.0,0.0
H10,Lean,Neutrophils,MEG3,8,0,0.0,0.0
H10,Lean,Neutrophils,ZFAS1,8,3,0.375,0.375
H10,Lean,Neutrophils,LINC00996,8,0,0.0,0.0
H10,Lean,Neutrophils,NEAT1,8,8,1.0,7.25
H10,Lean,Neutrophils,MALAT1,8,8,1.0,73.875
H10,Lean,Neutrophils,IDI2-AS1,8,0,0.0,0.0
H10,Lean,Neutrophils,MIAT,8,1,0.125,0.125
H10,Lean,Neutrophils,HULC,8,0,0.0,0.0
H10,Lean,Neutrophils,LINC00261,8,0,0.0,0.0
H10,Lean,Plasma cells,KCNQ1OT1,2,1,0.5,0.5
H10,Lean,Plasma cells,MEG3,2,0,0.0,0.0
H10,Lean,Plasma cells,ZFAS1,2,0,0.0,0.0
H10,Lean,Plasma cells,LINC00996,2,1,0.5,1.0
H10,Lean,Plasma cells,NEAT1,2,2,1.0,10.5
H10,Lean,Plasma cells,MALAT1,2,2,1.0,959.5
H10,Lean,Plasma cells,IDI2-AS1,2,0,0.0,0.0
H10,Lean,Plasma cells,MIAT,2,1,0.5,2.5
H10,Lean,Plasma cells,HULC,2,0,0.0,0.0
H10,Lean,Plasma cells,LINC00261,2,0,0.0,0.0
H10,Lean,Resident NK,KCNQ1OT1,298,16,0.053691275167785234,0.07718120805369127
H10,Lean,Resident NK,MEG3,298,0,0.0,0.0
H10,Lean,Resident NK,ZFAS1,298,125,0.41946308724832215,0.5302013422818792
H10,Lean,Resident NK,LINC00996,298,82,0.2751677852348993,0.34563758389261745
H10,Lean,Resident NK,NEAT1,298,233,0.7818791946308725,2.0906040268456376
H10,Lean,Resident NK,MALAT1,298,298,1.0,230.13422818791946
H10,Lean,Resident NK,IDI2-AS1,298,1,0.003355704697986577,0.003355704697986577
H10,Lean,Resident NK,MIAT,298,1,0.003355704697986577,0.003355704697986577
H10,Lean,Resident NK,HULC,298,0,0.0,0.0
H10,Lean,Resident NK,LINC00261,298,0,0.0,0.0
H10,Lean,T cells,KCNQ1OT1,932,51,0.05472103004291846,0.06652360515021459
H10,Lean,T cells,MEG3,932,1,0.001072961373390558,0.001072961373390558
H10,Lean,T cells,ZFAS1,932,586,0.628755364806867,1.1394849785407726
H10,Lean,T cells,LINC00996,932,32,0.034334763948497854,0.04184549356223176
H10,Lean,T cells,NEAT1,932,713,0.7650214592274678,2.3540772532188843
H10,Lean,T cells,MALAT1,932,932,1.0,330.8079399141631
H10,Lean,T cells,IDI2-AS1,932,2,0.002145922746781116,0.002145922746781116
H10,Lean,T cells,MIAT,932,209,0.22424892703862662,0.29935622317596566
H10,Lean,T cells,HULC,932,0,0.0,0.0
H10,Lean,T cells,LINC00261,932,0,0.0,0.0
H10,Lean,cDC1s,KCNQ1OT1,2,0,0.0,0.0
H10,Lean,cDC1s,MEG3,2,0,0.0,0.0
H10,Lean,cDC1s,ZFAS1,2,2,1.0,2.5
H10,Lean,cDC1s,LINC00996,2,0,0.0,0.0
H10,Lean,cDC1s,NEAT1,2,0,0.0,0.0
H10,Lean,cDC1s,MALAT1,2,1,0.5,1.0
H10,Lean,cDC1s,IDI2-AS1,2,0,0.0,0.0
H10,Lean,cDC1s,MIAT,2,0,0.0,0.0
H10,Lean,cDC1s,HULC,2,0,0.0,0.0
H10,Lean,cDC1s,LINC00261,2,0,0.0,0.0
H10,Lean,cDC2s,KCNQ1OT1,5,1,0.2,0.2
H10,Lean,cDC2s,MEG3,5,0,0.0,0.0
H10,Lean,cDC2s,ZFAS1,5,4,0.8,2.4
H10,Lean,cDC2s,LINC00996,5,0,0.0,0.0
H10,Lean,cDC2s,NEAT1,5,5,1.0,7.4
H10,Lean,cDC2s,MALAT1,5,5,1.0,248.8
H10,Lean,cDC2s,IDI2-AS1,5,0,0.0,0.0
H10,Lean,cDC2s,MIAT,5,1,0.2,0.2
H10,Lean,cDC2s,HULC,5,0,0.0,0.0
H10,Lean,cDC2s,LINC00261,5,0,0.0,0.0
H11,Obese,B cells,KCNQ1OT1,9,1,0.1111111111111111,0.2222222222222222
H11,Obese,B cells,MEG3,9,0,0.0,0.0
H11,Obese,B cells,ZFAS1,9,6,0.6666666666666666,1.1111111111111112
H11,Obese,B cells,LINC00996,9,0,0.0,0.0
H11,Obese,B cells,NEAT1,9,5,0.5555555555555556,1.0
H11,Obese,B cells,MALAT1,9,9,1.0,212.11111111111111
H11,Obese,B cells,IDI2-AS1,9,0,0.0,0.0
H11,Obese,B cells,MIAT,9,0,0.0,0.0
H11,Obese,B cells,HULC,9,0,0.0,0.0
H11,Obese,B cells,LINC00261,9,0,0.0,0.0
H11,Obese,Basophils,KCNQ1OT1,5,1,0.2,0.6
H11,Obese,Basophils,MEG3,5,1,0.2,0.4
H11,Obese,Basophils,ZFAS1,5,1,0.2,0.4
H11,Obese,Basophils,LINC00996,5,0,0.0,0.0
H11,Obese,Basophils,NEAT1,5,5,1.0,6.0
H11,Obese,Basophils,MALAT1,5,5,1.0,241.0
H11,Obese,Basophils,IDI2-AS1,5,0,0.0,0.0
H11,Obese,Basophils,MIAT,5,0,0.0,0.0
H11,Obese,Basophils,HULC,5,0,0.0,0.0
H11,Obese,Basophils,LINC00261,5,0,0.0,0.0
H11,Obese,Circulating NK/NKT,KCNQ1OT1,139,9,0.06474820143884892,0.09352517985611511
H11,Obese,Circulating NK/NKT,MEG3,139,0,0.0,0.0
H11,Obese,Circulating NK/NKT,ZFAS1,139,56,0.4028776978417266,0.5755395683453237
H11,Obese,Circulating NK/NKT,LINC00996,139,5,0.03597122302158273,0.03597122302158273
H11,Obese,Circulating NK/NKT,NEAT1,139,135,0.9712230215827338,6.287769784172662
H11,Obese,Circulating NK/NKT,MALAT1,139,139,1.0,254.24460431654677
H11,Obese,Circulating NK/NKT,IDI2-AS1,139,2,0.014388489208633094,0.014388489208633094
H11,Obese,Circulating NK/NKT,MIAT,139,11,0.07913669064748201,0.07913669064748201
H11,Obese,Circulating NK/NKT,HULC,139,0,0.0,0.0
H11,Obese,Circulating NK/NKT,LINC00261,139,0,0.0,0.0
H11,Obese,Macrophages,KCNQ1OT1,43,0,0.0,0.0
H11,Obese,Macrophages,MEG3,43,0,0.0,0.0
H11,Obese,Macrophages,ZFAS1,43,13,0.3023255813953488,0.4186046511627907
H11,Obese,Macrophages,LINC00996,43,1,0.023255813953488372,0.023255813953488372
H11,Obese,Macrophages,NEAT1,43,6,0.13953488372093023,2.2093023255813953
H11,Obese,Macrophages,MALAT1,43,21,0.4883720930232558,22.186046511627907
H11,Obese,Macrophages,IDI2-AS1,43,0,0.0,0.0
H11,Obese,Macrophages,MIAT,43,0,0.0,0.0
H11,Obese,Macrophages,HULC,43,0,0.0,0.0
H11,Obese,Macrophages,LINC00261,43,0,0.0,0.0
H11,Obese,Mono+mono derived cells,KCNQ1OT1,50,4,0.08,0.08
H11,Obese,Mono+mono derived cells,MEG3,50,0,0.0,0.0
H11,Obese,Mono+mono derived cells,ZFAS1,50,34,0.68,1.96
H11,Obese,Mono+mono derived cells,LINC00996,50,4,0.08,0.08
H11,Obese,Mono+mono derived cells,NEAT1,50,37,0.74,22.14
H11,Obese,Mono+mono derived cells,MALAT1,50,43,0.86,139.26
H11,Obese,Mono+mono derived cells,IDI2-AS1,50,0,0.0,0.0
H11,Obese,Mono+mono derived cells,MIAT,50,0,0.0,0.0
H11,Obese,Mono+mono derived cells,HULC,50,1,0.02,0.02
H11,Obese,Mono+mono derived cells,LINC00261,50,0,0.0,0.0
H11,Obese,Resident NK,KCNQ1OT1,45,1,0.022222222222222223,0.022222222222222223
H11,Obese,Resident NK,MEG3,45,0,0.0,0.0
H11,Obese,Resident NK,ZFAS1,45,22,0.4888888888888889,1.0444444444444445
H11,Obese,Resident NK,LINC00996,45,11,0.24444444444444444,0.26666666666666666
H11,Obese,Resident NK,NEAT1,45,43,0.9555555555555556,3.3777777777777778
H11,Obese,Resident NK,MALAT1,45,44,0.9777777777777777,193.66666666666666
H11,Obese,Resident NK,IDI2-AS1,45,0,0.0,0.0
H11,Obese,Resident NK,MIAT,45,4,0.08888888888888889,0.08888888888888889
H11,Obese,Resident NK,HULC,45,0,0.0,0.0
H11,Obese,Resident NK,LINC00261,45,0,0.0,0.0
H11,Obese,T cells,KCNQ1OT1,318,34,0.1069182389937107,0.12578616352201258
H11,Obese,T cells,MEG3,318,1,0.0031446540880503146,0.0031446540880503146
H11,Obese,T cells,ZFAS1,318,181,0.5691823899371069,1.0408805031446542
H11,Obese,T cells,LINC00996,318,18,0.05660377358490566,0.0660377358490566
H11,Obese,T cells,NEAT1,318,249,0.7830188679245284,2.8836477987421385
H11,Obese,T cells,MALAT1,318,317,0.9968553459119497,279.0345911949685
H11,Obese,T cells,IDI2-AS1,318,1,0.0031446540880503146,0.0031446540880503146
H11,Obese,T cells,MIAT,318,95,0.29874213836477986,0.4025157232704403
H11,Obese,T cells,HULC,318,0,0.0,0.0
H11,Obese,T cells,LINC00261,318,0,0.0,0.0
H11,Obese,cDC2s,KCNQ1OT1,1,0,0.0,0.0
H11,Obese,cDC2s,MEG3,1,0,0.0,0.0
H11,Obese,cDC2s,ZFAS1,1,1,1.0,4.0
H11,Obese,cDC2s,LINC00996,1,0,0.0,0.0
H11,Obese,cDC2s,NEAT1,1,1,1.0,4.0
H11,Obese,cDC2s,MALAT1,1,1,1.0,166.0
H11,Obese,cDC2s,IDI2-AS1,1,0,0.0,0.0
H11,Obese,cDC2s,MIAT,1,0,0.0,0.0
H11,Obese,cDC2s,HULC,1,0,0.0,0.0
H11,Obese,cDC2s,LINC00261,1,0,0.0,0.0
H13,Lean,B cells,KCNQ1OT1,39,2,0.05128205128205128,0.05128205128205128
H13,Lean,B cells,MEG3,39,0,0.0,0.0
